TransactionDate,Year,Month,Day,Weekday
2023-08-22 13:08:00,2023,8,22,Tuesday
2024-02-25 01:38:00,2024,2,25,Sunday
2024-04-07 02:08:00,2024,4,7,Sunday
2023-11-22 14:15:00,2023,11,22,Wednesday
2023-09-28 08:43:00,2023,9,28,Thursday
2024-03-20 22:55:00,2024,3,20,Wednesday
2023-10-06 12:56:00,2023,10,6,Friday
2024-02-03 06:15:00,2024,2,3,Saturday
2023-06-22 19:46:00,2023,6,22,Thursday
2023-07-23 12:23:00,2023,7,23,Sunday
2024-03-15 14:04:00,2024,3,15,Friday
2024-02-23 23:44:00,2024,2,23,Friday
2023-08-05 19:26:00,2023,8,5,Saturday
2024-02-21 08:48:00,2024,2,21,Wednesday
2024-02-06 07:29:00,2024,2,6,Tuesday
2023-07-06 10:44:00,2023,7,6,Thursday
2023-07-26 07:36:00,2023,7,26,Wednesday
2023-06-21 11:24:00,2023,6,21,Wednesday
2023-08-30 12:32:00,2023,8,30,Wednesday
2023-09-14 02:18:00,2023,9,14,Thursday
2023-09-08 06:46:00,2023,9,8,Friday
2023-08-21 02:13:00,2023,8,21,Monday
2023-07-23 16:08:00,2023,7,23,Sunday
2024-02-27 08:30:00,2024,2,27,Tuesday
2023-06-26 14:23:00,2023,6,26,Monday
2023-10-03 18:56:00,2023,10,3,Tuesday
2023-05-08 18:32:00,2023,5,8,Monday
2023-05-23 10:36:00,2023,5,23,Tuesday
2023-09-25 18:07:00,2023,9,25,Monday
2023-09-01 08:03:00,2023,9,1,Friday
2023-05-23 08:59:00,2023,5,23,Tuesday
2023-05-11 06:19:00,2023,5,11,Thursday
2023-09-04 04:53:00,2023,9,4,Monday
2024-02-04 10:52:00,2024,2,4,Sunday
2023-10-22 20:10:00,2023,10,22,Sunday
2023-08-20 06:25:00,2023,8,20,Sunday
2023-12-03 05:23:00,2023,12,3,Sunday
2024-01-28 08:56:00,2024,1,28,Sunday
2023-09-13 12:05:00,2023,9,13,Wednesday
2023-11-19 22:40:00,2023,11,19,Sunday
2023-11-10 15:23:00,2023,11,10,Friday
2024-01-06 17:30:00,2024,1,6,Saturday
2023-07-11 11:44:00,2023,7,11,Tuesday
2024-03-13 19:01:00,2024,3,13,Wednesday
2023-09-02 04:54:00,2023,9,2,Saturday
2023-12-24 00:55:00,2023,12,24,Sunday
2023-08-17 06:22:00,2023,8,17,Thursday
2023-05-16 09:32:00,2023,5,16,Tuesday
2024-01-18 20:01:00,2024,1,18,Thursday
2023-05-13 04:45:00,2023,5,13,Saturday
2024-03-30 18:38:00,2024,3,30,Saturday
2023-07-18 22:00:00,2023,7,18,Tuesday
2023-06-07 15:53:00,2023,6,7,Wednesday
2023-09-14 16:29:00,2023,9,14,Thursday
2024-04-25 14:58:00,2024,4,25,Thursday
2024-01-06 07:55:00,2024,1,6,Saturday
2024-02-07 00:16:00,2024,2,7,Wednesday
2024-04-06 08:29:00,2024,4,6,Saturday
2024-01-26 18:56:00,2024,1,26,Friday
2023-12-28 04:15:00,2023,12,28,Thursday
2024-04-16 20:21:00,2024,4,16,Tuesday
2023-11-11 08:00:00,2023,11,11,Saturday
2023-11-19 06:32:00,2023,11,19,Sunday
2023-12-23 03:34:00,2023,12,23,Saturday
2023-11-07 15:11:00,2023,11,7,Tuesday
2023-12-29 13:20:00,2023,12,29,Friday
2023-06-19 07:25:00,2023,6,19,Monday
2023-10-13 15:05:00,2023,10,13,Friday
2023-05-25 13:55:00,2023,5,25,Thursday
2023-12-04 00:47:00,2023,12,4,Monday
2023-08-28 17:10:00,2023,8,28,Monday
2024-02-09 20:57:00,2024,2,9,Friday
2023-07-08 20:17:00,2023,7,8,Saturday
2023-11-25 14:27:00,2023,11,25,Saturday
2023-08-22 13:53:00,2023,8,22,Tuesday
2024-04-28 21:32:00,2024,4,28,Sunday
2023-10-12 06:23:00,2023,10,12,Thursday
2023-08-04 15:10:00,2023,8,4,Friday
2024-02-26 16:38:00,2024,2,26,Monday
2024-03-09 13:38:00,2024,3,9,Saturday
2024-03-06 09:39:00,2024,3,6,Wednesday
2024-04-24 23:09:00,2024,4,24,Wednesday
2024-03-30 02:26:00,2024,3,30,Saturday
2023-09-09 03:27:00,2023,9,9,Saturday
2023-08-26 19:16:00,2023,8,26,Saturday
2024-02-09 22:20:00,2024,2,9,Friday
2023-08-08 22:42:00,2023,8,8,Tuesday
2023-06-18 12:50:00,2023,6,18,Sunday
2023-07-27 02:49:00,2023,7,27,Thursday
2023-09-04 20:55:00,2023,9,4,Monday
2023-08-25 04:25:00,2023,8,25,Friday
2023-05-26 19:57:00,2023,5,26,Friday
2024-03-18 00:05:00,2024,3,18,Monday
2023-07-09 18:31:00,2023,7,9,Sunday
2023-08-06 17:50:00,2023,8,6,Sunday
2024-04-09 22:22:00,2024,4,9,Tuesday
2023-08-21 09:23:00,2023,8,21,Monday
2023-12-21 12:05:00,2023,12,21,Thursday
2023-07-28 10:56:00,2023,7,28,Friday
2023-09-21 03:49:00,2023,9,21,Thursday
2023-06-11 15:33:00,2023,6,11,Sunday
2023-05-24 22:45:00,2023,5,24,Wednesday
2024-01-30 02:56:00,2024,1,30,Tuesday
2023-08-22 09:11:00,2023,8,22,Tuesday
2023-09-21 03:30:00,2023,9,21,Thursday
2023-09-02 22:50:00,2023,9,2,Saturday
2023-06-24 21:15:00,2023,6,24,Saturday
2023-07-19 19:42:00,2023,7,19,Wednesday
2023-09-25 07:08:00,2023,9,25,Monday
2024-02-01 14:22:00,2024,2,1,Thursday
2024-04-26 04:48:00,2024,4,26,Friday
2023-10-08 07:46:00,2023,10,8,Sunday
2023-05-02 00:50:00,2023,5,2,Tuesday
2024-03-06 02:41:00,2024,3,6,Wednesday
2024-03-13 16:44:00,2024,3,13,Wednesday
2024-02-27 03:26:00,2024,2,27,Tuesday
2023-11-16 05:56:00,2023,11,16,Thursday
2024-03-30 23:09:00,2024,3,30,Saturday
2024-04-08 23:04:00,2024,4,8,Monday
2023-05-06 09:07:00,2023,5,6,Saturday
2023-05-01 08:49:00,2023,5,1,Monday
2024-03-05 09:33:00,2024,3,5,Tuesday
2023-10-23 22:26:00,2023,10,23,Monday
2023-07-13 10:55:00,2023,7,13,Thursday
2023-09-07 03:06:00,2023,9,7,Thursday
2023-07-02 03:41:00,2023,7,2,Sunday
2024-02-02 07:06:00,2024,2,2,Friday
2023-08-17 18:00:00,2023,8,17,Thursday
2024-01-18 14:46:00,2024,1,18,Thursday
2023-07-03 12:08:00,2023,7,3,Monday
2023-08-11 21:41:00,2023,8,11,Friday
2023-11-25 15:07:00,2023,11,25,Saturday
2023-12-17 04:04:00,2023,12,17,Sunday
2023-08-26 16:35:00,2023,8,26,Saturday
2023-07-19 10:28:00,2023,7,19,Wednesday
2023-06-07 16:04:00,2023,6,7,Wednesday
2023-09-08 11:44:00,2023,9,8,Friday
2024-03-20 06:48:00,2024,3,20,Wednesday
2024-04-26 06:48:00,2024,4,26,Friday
2023-11-20 22:03:00,2023,11,20,Monday
2024-04-14 23:10:00,2024,4,14,Sunday
2023-11-18 22:21:00,2023,11,18,Saturday
2023-08-31 14:47:00,2023,8,31,Thursday
2024-04-09 18:17:00,2024,4,9,Tuesday
2024-01-30 06:45:00,2024,1,30,Tuesday
2023-05-07 03:36:00,2023,5,7,Sunday
2023-09-12 08:17:00,2023,9,12,Tuesday
2023-07-25 17:50:00,2023,7,25,Tuesday
2023-11-23 12:25:00,2023,11,23,Thursday
2024-03-16 01:26:00,2024,3,16,Saturday
2023-06-13 03:02:00,2023,6,13,Tuesday
2023-11-08 17:05:00,2023,11,8,Wednesday
2023-07-16 19:39:00,2023,7,16,Sunday
2023-09-19 13:54:00,2023,9,19,Tuesday
2023-07-17 20:47:00,2023,7,17,Monday
2023-05-12 22:12:00,2023,5,12,Friday
2023-05-20 11:13:00,2023,5,20,Saturday
2023-10-26 09:06:00,2023,10,26,Thursday
2023-07-19 18:59:00,2023,7,19,Wednesday
2023-10-26 10:56:00,2023,10,26,Thursday
2023-05-17 21:47:00,2023,5,17,Wednesday
2023-11-10 04:54:00,2023,11,10,Friday
2023-09-13 02:06:00,2023,9,13,Wednesday
2024-02-19 19:22:00,2024,2,19,Monday
2023-06-11 15:38:00,2023,6,11,Sunday
2024-04-24 01:31:00,2024,4,24,Wednesday
2023-10-11 08:52:00,2023,10,11,Wednesday
2023-08-31 06:13:00,2023,8,31,Thursday
2023-07-07 17:38:00,2023,7,7,Friday
2024-02-27 01:24:00,2024,2,27,Tuesday
2024-01-14 01:32:00,2024,1,14,Sunday
2023-08-01 05:13:00,2023,8,1,Tuesday
2023-05-31 09:50:00,2023,5,31,Wednesday
2024-04-04 22:41:00,2024,4,4,Thursday
2024-03-20 12:00:00,2024,3,20,Wednesday
2023-05-18 06:42:00,2023,5,18,Thursday
2023-07-14 11:39:00,2023,7,14,Friday
2024-04-13 13:09:00,2024,4,13,Saturday
2023-09-26 13:04:00,2023,9,26,Tuesday
2024-01-21 19:19:00,2024,1,21,Sunday
2023-07-04 07:44:00,2023,7,4,Tuesday
2023-12-16 09:02:00,2023,12,16,Saturday
2023-08-14 05:40:00,2023,8,14,Monday
2023-05-26 09:05:00,2023,5,26,Friday
2024-01-14 08:20:00,2024,1,14,Sunday
2024-01-11 01:26:00,2024,1,11,Thursday
2023-09-07 23:59:00,2023,9,7,Thursday
2024-02-03 21:38:00,2024,2,3,Saturday
2023-08-11 22:07:00,2023,8,11,Friday
2024-02-20 02:55:00,2024,2,20,Tuesday
2023-05-24 20:17:00,2023,5,24,Wednesday
2024-03-22 05:32:00,2024,3,22,Friday
2024-02-18 06:54:00,2024,2,18,Sunday
2023-10-02 02:33:00,2023,10,2,Monday
2023-11-07 12:11:00,2023,11,7,Tuesday
2024-03-03 18:07:00,2024,3,3,Sunday
2024-02-07 02:42:00,2024,2,7,Wednesday
2024-02-26 19:16:00,2024,2,26,Monday
2024-03-07 11:33:00,2024,3,7,Thursday
2023-11-26 03:22:00,2023,11,26,Sunday
2023-05-16 15:14:00,2023,5,16,Tuesday
2023-06-19 06:52:00,2023,6,19,Monday
2023-06-25 08:07:00,2023,6,25,Sunday
2023-12-05 03:16:00,2023,12,5,Tuesday
2024-04-06 18:36:00,2024,4,6,Saturday
2023-06-13 20:28:00,2023,6,13,Tuesday
2023-06-03 01:45:00,2023,6,3,Saturday
2023-06-29 15:26:00,2023,6,29,Thursday
2023-09-01 08:58:00,2023,9,1,Friday
2023-11-13 15:25:00,2023,11,13,Monday
2023-09-11 00:42:00,2023,9,11,Monday
2023-09-10 15:11:00,2023,9,10,Sunday
2024-01-17 05:28:00,2024,1,17,Wednesday
2023-09-22 10:53:00,2023,9,22,Friday
2023-07-31 04:39:00,2023,7,31,Monday
2024-03-25 13:38:00,2024,3,25,Monday
2024-04-27 16:13:00,2024,4,27,Saturday
2023-07-03 03:41:00,2023,7,3,Monday
2023-05-01 11:55:00,2023,5,1,Monday
2023-07-09 11:05:00,2023,7,9,Sunday
2023-09-03 15:39:00,2023,9,3,Sunday
2023-11-07 01:07:00,2023,11,7,Tuesday
2023-09-11 20:50:00,2023,9,11,Monday
2024-03-29 10:30:00,2024,3,29,Friday
2024-04-19 00:53:00,2024,4,19,Friday
2023-09-30 10:03:00,2023,9,30,Saturday
2023-07-09 03:17:00,2023,7,9,Sunday
2023-10-11 06:05:00,2023,10,11,Wednesday
2024-03-08 07:01:00,2024,3,8,Friday
2023-06-18 00:57:00,2023,6,18,Sunday
2023-11-30 23:46:00,2023,11,30,Thursday
2023-11-04 06:57:00,2023,11,4,Saturday
2024-04-23 10:44:00,2024,4,23,Tuesday
2023-11-19 16:43:00,2023,11,19,Sunday
2024-01-08 08:44:00,2024,1,8,Monday
2023-09-28 16:44:00,2023,9,28,Thursday
2024-04-28 13:20:00,2024,4,28,Sunday
2023-09-18 10:48:00,2023,9,18,Monday
2023-05-17 10:38:00,2023,5,17,Wednesday
2023-11-23 11:49:00,2023,11,23,Thursday
2023-05-03 23:30:00,2023,5,3,Wednesday
2023-09-17 02:03:00,2023,9,17,Sunday
2023-05-19 22:24:00,2023,5,19,Friday
2023-06-16 03:24:00,2023,6,16,Friday
2024-02-10 01:58:00,2024,2,10,Saturday
2023-06-12 12:50:00,2023,6,12,Monday
2024-01-31 07:08:00,2024,1,31,Wednesday
2023-08-20 07:24:00,2023,8,20,Sunday
2023-06-27 01:29:00,2023,6,27,Tuesday
2023-06-23 22:40:00,2023,6,23,Friday
2024-02-05 10:27:00,2024,2,5,Monday
2023-07-04 04:21:00,2023,7,4,Tuesday
2024-04-20 13:25:00,2024,4,20,Saturday
2023-10-10 02:51:00,2023,10,10,Tuesday
2023-11-11 10:52:00,2023,11,11,Saturday
2023-08-04 20:37:00,2023,8,4,Friday
2024-03-30 06:37:00,2024,3,30,Saturday
2023-10-13 05:32:00,2023,10,13,Friday
2024-01-09 04:13:00,2024,1,9,Tuesday
2023-06-22 12:17:00,2023,6,22,Thursday
2023-10-09 20:44:00,2023,10,9,Monday
2024-02-29 17:07:00,2024,2,29,Thursday
2023-12-11 19:26:00,2023,12,11,Monday
2024-02-06 02:27:00,2024,2,6,Tuesday
2024-03-31 12:53:00,2024,3,31,Sunday
2024-03-29 04:27:00,2024,3,29,Friday
2023-08-08 17:17:00,2023,8,8,Tuesday
2023-05-26 09:36:00,2023,5,26,Friday
2023-05-06 04:17:00,2023,5,6,Saturday
2024-02-04 03:12:00,2024,2,4,Sunday
2023-11-29 09:05:00,2023,11,29,Wednesday
2023-06-26 09:30:00,2023,6,26,Monday
2024-04-18 15:12:00,2024,4,18,Thursday
2023-07-21 22:36:00,2023,7,21,Friday
2023-07-27 07:53:00,2023,7,27,Thursday
2024-02-28 22:59:00,2024,2,28,Wednesday
2023-12-07 19:17:00,2023,12,7,Thursday
2024-02-04 08:30:00,2024,2,4,Sunday
2023-07-29 11:02:00,2023,7,29,Saturday
2023-12-28 18:38:00,2023,12,28,Thursday
2024-03-03 05:41:00,2024,3,3,Sunday
2023-08-29 03:03:00,2023,8,29,Tuesday
2024-02-02 14:27:00,2024,2,2,Friday
2024-03-23 01:27:00,2024,3,23,Saturday
2023-07-23 21:32:00,2023,7,23,Sunday
2023-10-20 23:02:00,2023,10,20,Friday
2024-04-10 15:50:00,2024,4,10,Wednesday
2024-01-28 10:32:00,2024,1,28,Sunday
2023-11-16 23:21:00,2023,11,16,Thursday
2024-03-22 06:39:00,2024,3,22,Friday
2023-07-30 22:32:00,2023,7,30,Sunday
2023-06-25 19:12:00,2023,6,25,Sunday
2024-01-28 08:47:00,2024,1,28,Sunday
2024-04-21 13:15:00,2024,4,21,Sunday
2023-07-14 16:49:00,2023,7,14,Friday
2023-08-04 11:04:00,2023,8,4,Friday
2024-03-21 19:17:00,2024,3,21,Thursday
2023-06-14 15:45:00,2023,6,14,Wednesday
2024-03-22 02:21:00,2024,3,22,Friday
2024-03-09 15:30:00,2024,3,9,Saturday
2024-01-21 10:28:00,2024,1,21,Sunday
2023-05-01 03:51:00,2023,5,1,Monday
2023-06-11 18:47:00,2023,6,11,Sunday
2023-10-18 15:02:00,2023,10,18,Wednesday
2023-06-13 06:39:00,2023,6,13,Tuesday
2024-04-06 03:56:00,2024,4,6,Saturday
2023-07-15 12:11:00,2023,7,15,Saturday
2024-04-23 01:08:00,2024,4,23,Tuesday
2023-06-09 12:39:00,2023,6,9,Friday
2023-12-23 20:23:00,2023,12,23,Saturday
2024-02-05 15:47:00,2024,2,5,Monday
2024-02-28 20:16:00,2024,2,28,Wednesday
2024-02-10 15:18:00,2024,2,10,Saturday
2024-01-05 12:26:00,2024,1,5,Friday
2023-07-02 23:40:00,2023,7,2,Sunday
2024-04-17 09:54:00,2024,4,17,Wednesday
2024-02-06 18:12:00,2024,2,6,Tuesday
2024-01-30 12:15:00,2024,1,30,Tuesday
2024-03-29 16:18:00,2024,3,29,Friday
2024-01-28 13:11:00,2024,1,28,Sunday
2024-02-27 09:21:00,2024,2,27,Tuesday
2023-05-06 06:33:00,2023,5,6,Saturday
2024-03-12 07:24:00,2024,3,12,Tuesday
2023-12-28 22:33:00,2023,12,28,Thursday
2023-08-12 17:37:00,2023,8,12,Saturday
2023-07-26 14:33:00,2023,7,26,Wednesday
2024-01-19 06:49:00,2024,1,19,Friday
2023-09-05 19:59:00,2023,9,5,Tuesday
2023-09-12 06:21:00,2023,9,12,Tuesday
2024-04-10 00:45:00,2024,4,10,Wednesday
2023-05-20 20:43:00,2023,5,20,Saturday
2023-09-07 22:07:00,2023,9,7,Thursday
2023-10-17 12:56:00,2023,10,17,Tuesday
2024-02-10 02:09:00,2024,2,10,Saturday
2024-01-27 01:24:00,2024,1,27,Saturday
2023-09-17 20:43:00,2023,9,17,Sunday
2023-07-12 02:03:00,2023,7,12,Wednesday
2023-08-01 16:39:00,2023,8,1,Tuesday
2024-02-05 10:30:00,2024,2,5,Monday
2024-02-24 10:34:00,2024,2,24,Saturday
2023-09-15 11:50:00,2023,9,15,Friday
2023-12-03 15:08:00,2023,12,3,Sunday
2024-03-02 10:03:00,2024,3,2,Saturday
2024-02-15 08:00:00,2024,2,15,Thursday
2023-06-14 16:15:00,2023,6,14,Wednesday
2023-12-12 14:03:00,2023,12,12,Tuesday
2023-09-11 06:12:00,2023,9,11,Monday
2023-12-19 16:30:00,2023,12,19,Tuesday
2023-07-26 07:59:00,2023,7,26,Wednesday
2023-05-18 19:45:00,2023,5,18,Thursday
2023-12-02 21:59:00,2023,12,2,Saturday
2023-06-29 00:52:00,2023,6,29,Thursday
2023-05-25 20:40:00,2023,5,25,Thursday
2023-12-29 12:48:00,2023,12,29,Friday
2023-09-29 22:35:00,2023,9,29,Friday
2023-07-25 06:31:00,2023,7,25,Tuesday
2023-11-09 11:58:00,2023,11,9,Thursday
2023-07-13 20:37:00,2023,7,13,Thursday
2023-12-29 03:08:00,2023,12,29,Friday
2023-09-09 18:12:00,2023,9,9,Saturday
2024-01-12 22:02:00,2024,1,12,Friday
2023-05-22 09:54:00,2023,5,22,Monday
2024-03-01 13:18:00,2024,3,1,Friday
2023-06-10 03:02:00,2023,6,10,Saturday
2023-08-24 22:20:00,2023,8,24,Thursday
2023-09-02 00:20:00,2023,9,2,Saturday
2024-01-07 15:03:00,2024,1,7,Sunday
2023-09-06 21:25:00,2023,9,6,Wednesday
2023-08-31 17:01:00,2023,8,31,Thursday
2023-07-16 05:51:00,2023,7,16,Sunday
2024-02-06 12:13:00,2024,2,6,Tuesday
2023-10-19 01:11:00,2023,10,19,Thursday
2023-08-18 11:56:00,2023,8,18,Friday
2023-05-31 00:55:00,2023,5,31,Wednesday
2023-05-17 01:01:00,2023,5,17,Wednesday
2023-09-13 21:08:00,2023,9,13,Wednesday
2023-12-25 20:51:00,2023,12,25,Monday
2024-03-08 13:32:00,2024,3,8,Friday
2024-01-15 13:30:00,2024,1,15,Monday
2024-03-28 14:00:00,2024,3,28,Thursday
2023-11-26 15:27:00,2023,11,26,Sunday
2023-12-06 04:21:00,2023,12,6,Wednesday
2023-08-16 00:00:00,2023,8,16,Wednesday
2023-11-17 15:41:00,2023,11,17,Friday
2023-06-26 11:20:00,2023,6,26,Monday
2023-08-07 11:52:00,2023,8,7,Monday
2023-09-20 10:42:00,2023,9,20,Wednesday
2023-08-25 05:11:00,2023,8,25,Friday
2023-08-28 17:29:00,2023,8,28,Monday
2023-05-01 02:09:00,2023,5,1,Monday
2024-03-28 18:24:00,2024,3,28,Thursday
2024-04-26 06:55:00,2024,4,26,Friday
2024-02-03 13:28:00,2024,2,3,Saturday
2024-01-22 14:55:00,2024,1,22,Monday
2023-08-13 12:34:00,2023,8,13,Sunday
2024-02-03 16:48:00,2024,2,3,Saturday
2023-04-29 22:53:00,2023,4,29,Saturday
2024-03-05 06:44:00,2024,3,5,Tuesday
2023-10-20 08:38:00,2023,10,20,Friday
2023-09-09 23:11:00,2023,9,9,Saturday
2024-03-08 19:57:00,2024,3,8,Friday
2023-10-05 19:55:00,2023,10,5,Thursday
2023-08-19 13:14:00,2023,8,19,Saturday
2023-06-17 14:59:00,2023,6,17,Saturday
2023-05-11 03:42:00,2023,5,11,Thursday
2023-11-20 14:58:00,2023,11,20,Monday
2023-10-07 17:46:00,2023,10,7,Saturday
2023-08-19 10:02:00,2023,8,19,Saturday
2024-01-07 02:21:00,2024,1,7,Sunday
2023-07-08 21:40:00,2023,7,8,Saturday
2023-11-23 00:05:00,2023,11,23,Thursday
2024-03-31 10:51:00,2024,3,31,Sunday
2024-04-26 22:37:00,2024,4,26,Friday
2024-03-08 17:28:00,2024,3,8,Friday
2023-11-19 02:52:00,2023,11,19,Sunday
2024-03-21 06:14:00,2024,3,21,Thursday
2023-08-06 04:50:00,2023,8,6,Sunday
2023-12-25 06:07:00,2023,12,25,Monday
2023-12-08 04:35:00,2023,12,8,Friday
2023-05-02 10:38:00,2023,5,2,Tuesday
2023-10-08 03:46:00,2023,10,8,Sunday
2023-11-05 06:25:00,2023,11,5,Sunday
2023-06-26 09:41:00,2023,6,26,Monday
2024-02-29 20:44:00,2024,2,29,Thursday
2023-07-15 19:23:00,2023,7,15,Saturday
2023-09-03 09:36:00,2023,9,3,Sunday
2023-10-09 04:35:00,2023,10,9,Monday
2024-02-14 10:31:00,2024,2,14,Wednesday
2024-04-28 19:36:00,2024,4,28,Sunday
2023-06-01 14:01:00,2023,6,1,Thursday
2024-02-10 16:40:00,2024,2,10,Saturday
2024-03-23 18:13:00,2024,3,23,Saturday
2023-12-20 05:16:00,2023,12,20,Wednesday
2023-10-09 12:12:00,2023,10,9,Monday
2024-04-08 13:52:00,2024,4,8,Monday
2024-02-06 17:41:00,2024,2,6,Tuesday
2024-04-03 18:44:00,2024,4,3,Wednesday
2023-05-21 22:55:00,2023,5,21,Sunday
2023-05-26 21:09:00,2023,5,26,Friday
2023-08-10 03:47:00,2023,8,10,Thursday
2023-07-14 13:34:00,2023,7,14,Friday
2024-01-17 19:22:00,2024,1,17,Wednesday
2023-12-10 15:21:00,2023,12,10,Sunday
2023-10-18 23:36:00,2023,10,18,Wednesday
2023-12-29 05:54:00,2023,12,29,Friday
2023-11-22 01:22:00,2023,11,22,Wednesday
2023-07-19 22:08:00,2023,7,19,Wednesday
2023-08-11 14:57:00,2023,8,11,Friday
2023-07-07 13:27:00,2023,7,7,Friday
2023-10-06 10:19:00,2023,10,6,Friday
2023-05-07 13:57:00,2023,5,7,Sunday
2023-11-02 08:39:00,2023,11,2,Thursday
2023-12-22 00:39:00,2023,12,22,Friday
2023-07-10 15:44:00,2023,7,10,Monday
2023-06-23 08:21:00,2023,6,23,Friday
2023-05-11 19:25:00,2023,5,11,Thursday
2023-05-31 04:45:00,2023,5,31,Wednesday
2023-12-30 09:26:00,2023,12,30,Saturday
2023-05-29 21:17:00,2023,5,29,Monday
2023-12-28 04:55:00,2023,12,28,Thursday
2024-01-09 22:03:00,2024,1,9,Tuesday
2024-04-20 05:48:00,2024,4,20,Saturday
2024-04-10 15:32:00,2024,4,10,Wednesday
2024-03-12 17:24:00,2024,3,12,Tuesday
2023-08-08 17:39:00,2023,8,8,Tuesday
2023-11-26 19:11:00,2023,11,26,Sunday
2023-12-20 10:32:00,2023,12,20,Wednesday
2023-12-03 15:07:00,2023,12,3,Sunday
2023-09-18 09:43:00,2023,9,18,Monday
2023-05-31 06:25:00,2023,5,31,Wednesday
2023-09-15 16:34:00,2023,9,15,Friday
2023-12-12 13:10:00,2023,12,12,Tuesday
2023-11-03 16:57:00,2023,11,3,Friday
2024-04-04 20:54:00,2024,4,4,Thursday
2023-11-14 21:05:00,2023,11,14,Tuesday
2023-12-25 13:55:00,2023,12,25,Monday
2024-01-21 05:15:00,2024,1,21,Sunday
2024-02-23 20:54:00,2024,2,23,Friday
2024-01-22 22:01:00,2024,1,22,Monday
2023-05-26 21:33:00,2023,5,26,Friday
2023-10-27 14:56:00,2023,10,27,Friday
2024-03-04 09:18:00,2024,3,4,Monday
2023-06-24 23:55:00,2023,6,24,Saturday
2023-12-24 23:06:00,2023,12,24,Sunday
2023-06-30 09:12:00,2023,6,30,Friday
2023-08-12 04:38:00,2023,8,12,Saturday
2024-02-19 03:28:00,2024,2,19,Monday
2023-05-03 08:33:00,2023,5,3,Wednesday
2023-11-05 20:03:00,2023,11,5,Sunday
2023-09-30 13:05:00,2023,9,30,Saturday
2023-07-19 03:26:00,2023,7,19,Wednesday
2023-11-27 20:11:00,2023,11,27,Monday
2023-12-08 11:38:00,2023,12,8,Friday
2023-05-16 19:30:00,2023,5,16,Tuesday
2024-01-19 20:36:00,2024,1,19,Friday
2023-07-23 12:42:00,2023,7,23,Sunday
2023-12-26 03:11:00,2023,12,26,Tuesday
2023-06-08 00:38:00,2023,6,8,Thursday
2023-12-29 17:36:00,2023,12,29,Friday
2023-08-09 18:26:00,2023,8,9,Wednesday
2023-10-22 01:13:00,2023,10,22,Sunday
2024-01-08 23:28:00,2024,1,8,Monday
2024-01-02 22:43:00,2024,1,2,Tuesday
2023-06-09 19:14:00,2023,6,9,Friday
2023-05-23 12:26:00,2023,5,23,Tuesday
2023-07-30 10:15:00,2023,7,30,Sunday
2023-09-02 15:42:00,2023,9,2,Saturday
2023-08-21 12:31:00,2023,8,21,Monday
2024-02-26 19:54:00,2024,2,26,Monday
2023-12-04 09:34:00,2023,12,4,Monday
2023-07-09 22:41:00,2023,7,9,Sunday
2023-07-09 07:45:00,2023,7,9,Sunday
2024-01-22 00:48:00,2024,1,22,Monday
2023-11-26 20:48:00,2023,11,26,Sunday
2023-05-14 11:19:00,2023,5,14,Sunday
2023-12-06 13:09:00,2023,12,6,Wednesday
2024-04-23 00:32:00,2024,4,23,Tuesday
2023-08-28 08:37:00,2023,8,28,Monday
2023-08-18 21:17:00,2023,8,18,Friday
2023-09-15 03:43:00,2023,9,15,Friday
2024-02-07 11:44:00,2024,2,7,Wednesday
2023-05-26 13:57:00,2023,5,26,Friday
2023-07-12 02:05:00,2023,7,12,Wednesday
2024-02-09 16:33:00,2024,2,9,Friday
2023-11-06 20:50:00,2023,11,6,Monday
2023-11-25 11:18:00,2023,11,25,Saturday
2024-03-11 12:12:00,2024,3,11,Monday
2023-10-03 19:26:00,2023,10,3,Tuesday
2023-12-08 06:29:00,2023,12,8,Friday
2023-09-12 19:07:00,2023,9,12,Tuesday
2024-02-14 19:35:00,2024,2,14,Wednesday
2023-09-17 22:43:00,2023,9,17,Sunday
2024-04-11 06:04:00,2024,4,11,Thursday
2024-02-14 04:47:00,2024,2,14,Wednesday
2023-08-23 09:37:00,2023,8,23,Wednesday
2023-05-30 14:13:00,2023,5,30,Tuesday
2024-04-27 20:29:00,2024,4,27,Saturday
2023-08-23 07:49:00,2023,8,23,Wednesday
2023-11-17 14:30:00,2023,11,17,Friday
2024-02-13 14:02:00,2024,2,13,Tuesday
2024-04-23 16:32:00,2024,4,23,Tuesday
2023-09-03 13:16:00,2023,9,3,Sunday
2024-01-20 22:06:00,2024,1,20,Saturday
2023-10-27 01:10:00,2023,10,27,Friday
2023-06-12 18:13:00,2023,6,12,Monday
2023-08-21 19:02:00,2023,8,21,Monday
2023-11-04 06:20:00,2023,11,4,Saturday
2023-06-21 17:58:00,2023,6,21,Wednesday
2023-07-25 15:52:00,2023,7,25,Tuesday
2023-11-24 21:45:00,2023,11,24,Friday
2023-08-19 16:12:00,2023,8,19,Saturday
2023-08-06 09:09:00,2023,8,6,Sunday
2023-09-15 19:35:00,2023,9,15,Friday
2023-09-08 18:51:00,2023,9,8,Friday
2023-09-26 00:27:00,2023,9,26,Tuesday
2023-12-16 19:37:00,2023,12,16,Saturday
2024-02-09 20:37:00,2024,2,9,Friday
2023-10-23 01:25:00,2023,10,23,Monday
2023-08-18 22:29:00,2023,8,18,Friday
